Genus,Species,Common Name 1,Common Name 2,Family,Clade,Size,Canopy,Global_ Distribution,Locality,Abundance,Climatic_Domain,Climatic _Zone,General_Description,Images_Folder
Abies,alba,European silver fir,silver fir,Pinaceae,Gymnosperm,large,evergreen,Europe,mountains,not restricted,temperate,intermediate,The largest fir in Europe.  Occurs in the mountains at 300 -2000m in southern Europe.,Abies alba
Abies,balsamea,balsam fir,,Pinaceae,Gymnosperm,"small, medium",evergreen,North America,"wetlands, closed forest",not restricted,"temperate, boreal","wet, intermediate",Occurs north-east USA and eastern Canada. Cold hardy.  Christmas tree species. Endangered in its natural habitat but well established elsewhere.,Abies balsamea
Abies,cephalonica,Greek fir,,Pinaceae,Gymnosperm,medium,evergreen,Europe,mountains, restricted,temperate,intermediate,Native to the mountains of Greece and Albania.  Used for wood in the past but now too rare.,Abies cephalonica
Abies,cilicica,Cilician fir ,Taurus fir,Pinaceae,Gymnosperm,medium,evergreen,Asia,"closed forest, mountains",rare/endangered,temperate,intermediate,"Native to Turkey, Syria and Lebanon.  Population decreasing. Mediterranes climate.  Founds in Taurus Mountains.",Abies cilicica
Abies,durangensis,durango fir,ocote,Pinaceae,Gymnosperm,large,evergreen,Central America,"closed forest, mountains",restricted,temperate,intermediate,Native to Mexico,Abies durangensis
Abies,fabri,Faber's fir,,Pinaceae,Gymnosperm,large,evergreen,Asia,mountains,rare.endangered,temperate,"wet, intermediate","Sichuan province, China. Cool and wet in the mountains.",Abies fabri
Abies,forrestii,Forrest's fir,,Pinaceae,Gymnosperm,,,,,,,,,Abies forrestii
Abies,homolepis,Nikko fir,,Pinaceae,Gymnosperm,,,,,,,,,Abies homolepis
Abies,lasiocarpa,subalpine fir,,Pinaceae,Gymnosperm,medium,evergreen,North America,"mountains, closed forest",not restricted,"temperate, boreal",intermediate,Alpine ares of Canada and NW USA. Can occur at treeline. Medicinal to native Americans,Abies lasiocarpa
Abies,procera,noble fir,red fir,Pinaceae,Gymnosperm,tall,evergreen,North America,"mountains, closed forest",not restricted,temperate,"wet, intermediate",Mid elevations (300 - 1500m) on Cascades and Pacific coast ranges of USA.  Apioneer species.  Christmas tree species,Abies procera
Abutilon,julianae,Norfolk Island Abutilon,,Malvceae,Angiosperm,small,evergreen,Islands,closed forest,rare/endangered,subtropical,intermediate,Norfolk Island and critically endangered,Abutilon julianae
Acacia,aneura,mulga,,Fabaceae,Angiosperm,small,"evergreen, shrub",Australia,open forest,not restricted,"subtropical, temperate",dry,Much of dry inland Australia. Fodder source. Has phyllodes rather than normal leaves. Longer living than most Acacias,Acacia aneura
Acacia,aulacocarpa,salwood,golden-flowered salwood,Fabaceae,Angiosperm,,,,,,,,,Acacia aulacocarpa
Acacia,baileyana,Cootamundra wattle,,Fabaceae,Angiosperm,small,"evergreen, shrub",Australia,open forest,not restricted,"subtropical, temperate",intermediate,Natural distribution restricted to southern inland NSW but now widely distributed to the extent that it is an environmental weed in Victoria. Easy to growand widely cultivated.,Acacia baileyana
Acacia,binervia,coast myall,,Fabaceae,Angiosperm,small,"evergreen, shrub",Australia,"open forest, woodland/shrubland",not restricted,tempertae,intermediate,Southern New South Wales tablelands and extending into Victoria.  Also known as Acacia glaucescens.,Acacia binervia
Acacia,chinchillensis,Chinchilla wattle,,Fabaceae,Angiosperm,small,"evergreen, shrub",Australia,"open forest, woodland/shrubland",restricted,subtropical,intermediate,Darling Downs in south East Queensland west of the Great Dividing Range,Acacia chinchillensis
Acacia,dealbata,silver wattle,,Fabaceae,Angiosperm,"small, medium","evergreen, shrub",Australia,open forest,not restricted,temperate,intermediate,Native to south-eastern Australia. Invasive exotic pest in some countries. Also known as Mimosa. Easy to grow ,Acacia dealbata
Acacia,decurrens,black wattle,,Fabaceae,Angiosperm,small,"evergreen, shrub",Australia,open forest,not restricted,temperate,intermediate,South eastern Australia.  Source of gum arabic.  Also called Mimosa. Pioneer species.  Invasive.,Acacia decurrens
Acacia,elata,mountain cedar wattle,,Fabaceae,Angiosperm,,,,,,,,,Acacia elata
Acacia,fimbriata,fringed wattle,Brisbane wattle,Fabaceae,Angiosperm,,,,,,,,,Acacia fimbriata
Acacia,floribunda,gossamer wattle,weeping acacia,Fabaceae,Angiosperm,small,evergreen,Australia,open forest,not restricted,temperate,intermediate,Native to south eastern Asutralia but established all over Asutralia (except northern Territory) and in other counries.,Acacia floribunda
Acacia,harpophylla,brigalow,,Fabaceae,Angiosperm,"small, medium",evergreen,Australia,"open forest, woodland/shrubland",restricted,temperate,"dry, intermediate",Occurs in coastal and inland central and southern Queensland and northern NSW.  Mainly inland in the semiarid (500mm) zone.  Now considered at risk becuase of extensive clearing for agriculture.,Acacia harpophylla
Acacia,howittii,sticky wattle,,Fabaceae,Angiosperm,small,evergreen,Australia,"open forest, woodland/shrubland",restricted,temperate,intermediate,Pendulous.  Considered vulnerable in its native habitat but now widely cultivated. Extant distribution in southern Australia.,Acacia howittii
Acacia,implexa,lightwood,hickory wattle,Fabaceae,Angiosperm,small,evergreen,Australia,open forest,not restricted,"subtropical, temperate","intermediate, wet",Suckers.  Long living for an Acacia. Attractive and high quality wood.,Acacia implexa
Acacia,mangium,mangium,,Fabaceae,Angiosperm,medium,evergreen,"Australia, Asia",ckosed forest,not restricted,"tropical, subtropical","intermediate , wet","Native to Queensland, Indonesia and Papua New Guinea but widely planted as an exotic in SE Asia for pulp and saw lohs.  It is a nitrogen fixer but can be widely invasive. ",Acacia mangium
Acacia,mearnsiii,black wattle,green wattle,Fabaceae,Angiosperm,small,evergreen,Australia,"open forest, woodland/shrubland",not restricted,temperate,intermediate,Endemic to SE Australia but widely introduced elsewhere where it can become very invasive.  An agricultural weed.  A pioneer species that invades distrurbed and open areas.,Acacia mearnsiii
Acacia,melanoxylon,blackwood,,Fabaceae,Angiosperm,medium,evergrteen,Australia,closed forest,not restricted,temperate,"wet, imntermediate","Eastern Australia including Tasmania and coastal South Australia. Fine furniture wood. Introcuced outside Australia where it can be invasive. The figured wood is uswd for musical instruments,medium",Acacia melanoxylon
Acacia,olsenii,,,Fabaceae,Angiosperm,small,evergreen,Australia,"open forest, woodland/shrubland, reverain",not restricted,temperate,"intermediate, dry",Southern tablelnads of New South Wales.  Close to creeks.  Dry northern slopes.,Acacia olsenii
Acacia,paradoxa,kangaroo acacia,kangaroo thorn,Fabaceae,Angiosperm,small,evergreen,Australia,open forest,not restricted,temperate,intermediate,South Eastern Australia. Noxious weed in California.  Excellent habitat and food source for birds. Introduced into SW Western Australia.,Acacia paradoxa
Acacia,parvipinnula,silver-stemmed wattle,,Fabaceae,Angiosperm,small,evergreen,Australia,open forest,not restricted,temperate,intermediate,Coast and table lands of cenral new South Wales,Acacia parvipinnula
Acacia,pravissima,Ovens wattle,wedge-leaved wattle,Fabaceae,Angiosperm,small,evergreen,Australia,"open forest, woodland/shrubland",not restricted,temperate,intermediate,SW New South Wales coast and tablelands extending into Victoria.,Acacia pravissima
Acacia,prominens,golden rain wattle,,Fabaceae,Angiosperm,small,evergreen,Australia,"open forest, woodland/shrubland",not restricted,temperate,intermediate,SW New South Wales coast and tablelands extending into Victoria. Intrioduced into Western  Australia. Contains psychocative alkaloids.,Acacia prominens
Acacia,pubescens,downy wattle,hairy stemmed wattle,Fabaceae,Angiosperm,small,evergreen,Australia,"open forest, woodland/shrubland",restricted,temperate,intermediate,Around Sydney.  Thretatened because of urban sprawl,Acacia pubescens
Acacia,pycnantha,golden wattle,,Fabaceae,Angiosperm,small,evergreen,Australia,"open forest, woodland/shrubland",restricted,temperate,intermediate,"Southern Australia including SW Western Australia and Tasmania.  Australia's national floral emblem.  Weedy.  Etablished in many overseas countries.  Attracts birds , butterflies and other insects. ",Acacia pycnantha
Acacia,retinodes,swamp wattle,,Fabaceae,Angiosperm,small,evergreen,Australia,"open forest, woodland/shrubland",not restricted,temperate,intermediate,"Southern Australia.  New South Wales, Victoria and South australia.  Weedy .",Acacia retinodes
Acacia,rubida,red stem wattle,,Fabaceae,Angiosperm,small,evergreen,Australia,"open forest, woodland/shrubland",not restricted,temperate,intermediate,Eastern Australia.  Southern Victoria through NSW to Victoria.  On tablelands,Acacia rubida
Acacia,schaffneri,twisted Acacia,,Fabaceae,Angiosperm,small,evergreen/semideciduous,"Central Americ, North America",woodland,not restricted,"tropical, subtropical",dry,Southern USA (Texas) and Mexico,Acacia schaffneri
Acacia,silvestris,Bodalla silver wattle,,Fabaceae,Angiosperm,medium,evergreen,Australia,open forest,not restricted,temperate,intermediate,Southern New South Wales from Bodalla State Forest into the highlands of East Gippsland in Victoria,Acacia silvestris
Acacia,spectabilis,mudgee wattle,,Fabaceae,Angiosperm,small,evergreen,Australia,open forest,not restricted,"subtropical, temperate",intermediate,Southern Queensland and northern NSW west of the divide,Acacia spectabilis
Acacia,ulicifolia,juniper wattle,prickly Moses,Fabaceae,Angiosperm,small,evergreen,Australia,open forerst,not restricted,"tropical, subtropical, temperate",intermediate,Widely distributed in eastern Australai fro the topical north to cool temperate Tasmania.  A low prickly shrub.,Acacia ulicifolia
Acer,campestre,field maple,hedge maple,Sapindaceae,Angiosperm,medium,deciduous," Asia, Africa, Europe",closed forest,not restricted,"subtropical, temperate ",intermedaiate,"Occurs naturally over much of Europe but is also found in the Caucasus mountains in Turkey and the Atlas Mountains in North Africa.  It  has been widely planted as an ornamental outside of its natural range. It has a hard and strong wood suited to furniture, flooring and musical instruments. It is a popular bonsai species.",Acer campestre
Acer,capillipes,snake bark maple,,Sapindaceae,Angiosperm,small,deciduous,Asia,closed forest,not restricted,temperate,intermediate," Natiive to the mountainous regions of Japan, mainly Honshu and Shikoku isl Native to mountainous regions of Japan, mainly Honshu and Shikoku Islands.ands",Acer capillipes
Acer,cappadocicum subsp. cappadocicum,Cappadocian maple,,Sapindaceae,Angiosperm,medium,deciduous,Asia,"open forest, mountainous",not  restricted,"temperate, boral",intermediate,"Native to mixed forests from Turkey to the Caucasus, the Himalayas and southwestern China.",Acer cappadocicum subsp. cappadocicum
Acer,cappadocicum subsp. sinicum,Cappadocian maple,,Sapindaceae,Angiosperm,,,,,,,,,Acer cappadocicum subsp. sinicum
Acer,griseum,paperbark maple,,Sapindaceae,Angiosperm,small,deciduous,Asia,"closed forest, open forest",restricted,"subtropical, temperate",intermediate,Native to central China.  Threatened in its natutral habitat but planted elsewhere as a beautiful tree.  ,Acer griseum
Acer,heldreichii ssp. trautvetteri,redbud maple,,Sapindaceae,Angiosperm,,,,,,,,,Acer heldreichii ssp. trautvetteri
Acer,macrophyllum,bigleaf maple,,Sapindaceae,Angiosperm,,,,,,,,,Acer macrophyllum
Acer,monspessulanum,Montpellier maple,,Sapindaceae,Angiosperm,,,,,,,,,Acer monspessulanum
Acer,negundo,box elder maple,,Sapindaceae,Angiosperm,,,,,,,,,Acer negundo
Acer,opalus,Italian maple,,Sapindaceae,Angiosperm,,,,,,,,,Acer opalus
Acer,palmatum,Japanese maple,,Sapindaceae,Angiosperm,,,,,,,,,Acer palmatum
Acer,psuedoplatanus,sycamore maple,,Sapindaceae,Angiosperm,,,,,,,,,Acer psuedoplatanus
Acer,pubinerve,Chinese maple,,Sapindaceae,Angiosperm,,,,,,,,,Acer pubinerve
Acer,rubrum,red maple,,Sapindaceae,Angiosperm,,,,,,,,,Acer rubrum
Acer,rufinerve,redvein maple,snakebark maple,Sapindaceae,Angiosperm,,,,,,,,,Acer rufinerve
Acer,rufinerve 'Winter Gold',snakebark maple,,Sapindaceae,Angiosperm,,,,,,,,,Acer rufinerve 'Winter Gold'
Acer,saccharinum,silver maple,creek maple,Sapindaceae,Angiosperm,,,,,,,,,Acer saccharinum
Acer,sempervirens,Cretan maple,,Sapindaceae,Angiosperm,,,,,,,,,Acer sempervirens
Acer,tataricum subsp. tataricum,tatar maple,,Sapindaceae,Angiosperm,,,,,,,,,Acer tataricum subsp. tataricum
Acer,trautvetteri,,,Sapindaceae,Angiosperm,,,,,,,,,Acer trautvetteri
Acer,velutinum var. van-volxemii,Van Volxem's maple,,Sapindaceae,Angiosperm,,,,,,,,,Acer velutinum var. van-volxemii
Acer,x dieckii,Dieck's maple,,Sapindaceae,Angiosperm,,,,,,,,,Acer x dieckii
Acer,x rotund,,,Sapindaceae,Angiosperm,,,,,,,,,Acer x rotund
Acer,x rotundilobum,,,Sapindaceae,Angiosperm,,,,,,,,,Acer x rotundilobum
Ackama,australiensis,rose alder,,Cunoniaceae,Angiosperm,,,,,,,,,Ackama australiensis
Ackama,paniculata,soft corkwood,,Cunoniaceae,Angiosperm,,,,,,,,,Ackama paniculata
Acradenia,frankliniae,white wood,,Rutaceae,Angiosperm,,,,,,,,,Acradenia frankliniae
Acronychia,oblongifolia,white aspen,yellow wood,Rutaceae,Angiosperm,,,,,,,,,Acronychia oblongifolia
Adansonia,gregorii,boab,,Malvaceae,Angiosperm,,,,,,,,,Adansonia gregorii
Aesculus,flava,yellow buckeye,buckeye,Sapindaceae,Angiosperm,,,,,,,,,Aesculus flava
Aesculus,glabra var. arguta,California buckeye,California horsechestnut,Sapindaceae,Angiosperm,,,,,,,,,Aesculus glabra var. arguta
Aesculus,glabra var.glabra,western buckeye,Ohio buckeye,Sapindaceae,Angiosperm,,,,,,,,,Aesculus glabra var.glabra
Aesculus,hippocastanum,European horse chestnut,horse chestnut,Sapindaceae,Angiosperm,,,,,,,,,Aesculus hippocastanum
Aesculus,indica,Indian horse chestnut,,Sapindaceae,Angiosperm,,,,,,,,,Aesculus indica
Aesculus,parviflora,bottlebrush buckeye,,Sapindaceae,Angiosperm,,,,,,,,,Aesculus parviflora
Aesculus,sylvatica,dwarf buckeye,painted buckeye,Sapindaceae,Angiosperm,,,,,,,,,Aesculus sylvatica
Aesculus,turbinata,Japanese horse chestnut,,Sapindaceae,Angiosperm,,,,,,,,,Aesculus turbinata
Aesculus,x hybrida,hybrid buckeye,,Sapindaceae,Angiosperm,,,,,,,,,Aesculus x hybrida
Agathis,australis,kauri,,Araucariaceae,Gymnosperm,,,,,,,,,Agathis australis
Agathis,lanceolata,kopghis kauri,,Araucariaceae,Gymnosperm,,,,,,,,,Agathis lanceolata
Agathis,palmerstonii,kauri,,Araucariaceae,Gymnosperm,,,,,,,,,Agathis palmerstonii
Agathis,robusta,Queensland kauri,,Araucariaceae,Gymnosperm,,,,,,,,,Agathis robusta
Agonis,flexuosa,willow myrtle,,Myrtaceae,Angiosperm,,,,,,,,,Agonis flexuosa
Ailanthus,altissima,tree of heaven,,Simaroubaceae,Angiosperm,,,,,,,,,Ailanthus altissima
Ailanthus,altissima var. erythroarpa,tree of heaven,,Simaroubaceae,Angiosperm,,,,,,,,,Ailanthus altissima var. erythroarpa
Ailanthus,triphysa,white bean,white siris,Simaroubaceae,Angiosperm,,,,,,,,,Ailanthus triphysa
Ailanthus,vilmoriniana,downy tree of heaven,,Simaroubaceae,Angiosperm,,,,,,,,,Ailanthus vilmoriniana
Albizzia, julibrissin,Persian silk tree,pink silk tree,Fabaceae,Angiosperm,,,,,,,,,Albizzia  julibrissin
Albizzia,toona,Acacia cedar,,Fabaceae,Angiosperm,,,,,,,,,Albizzia toona
Albizzia,xanthoxylon,yellow bean,yellow siris,Fabaceae,Angiosperm,,,,,,,,,Albizzia xanthoxylon
Alectryon,excelsus,titoki,,Sapindaceae,Angiosperm,,,,,,,,,Alectryon excelsus
Alectryon,subcinereus,native quince,,Sapindaceae,Angiosperm,,,,,,,,,Alectryon subcinereus
Allocasuarina,decaisneana,desert oak,,Casuarinaceae,Angiosperm,,,,,,,,,Allocasuarina decaisneana
Allocasuarina,glareicola,,,Casuarinaceae,Angiosperm,,,,,,,,,Allocasuarina glareicola
Allocasuarina,inophloia,woolly oak,strigybark she-oak,Casuarinaceae,Angiosperm,,,,,,,,,Allocasuarina inophloia
Allocasuarina,littoralis,black she-oak,river black-oak,Casuarinaceae,Angiosperm,,,,,,,,,Allocasuarina littoralis
Allocasuarina,torulosa,forest she-oak,,Casuarinaceae,Angiosperm,,,,,,,,,Allocasuarina torulosa
Allocasuarina,verticillata,drooping she-oak,,Casuarinaceae,Angiosperm,,,,,,,,,Allocasuarina verticillata
Alloxylon,pinnatum,Dorrigo waratah,,Proteaceae,Angiosperm,,,,,,,,,Alloxylon pinnatum
Alloxylon ,wickhamii,satin oak,pink silky oak,Proteaceae,Angiosperm,,,,,,,,,Alloxylon  wickhamii
Alnus,glutinosa,alder,,Betulaceae,Angiosperm,,,,,,,,,Alnus glutinosa
Alnus,glutinosa ssp barbata,alder,,Betulaceae,Angiosperm,,,,,,,,,Alnus glutinosa ssp barbata
Alnus,incana,grey alder,,Betulaceae,Angiosperm,,,,,,,,,Alnus incana
Alnus,japonica ,Japanese alder,,Betulaceae,Angiosperm,,,,,,,,,Alnus japonica 
Alnus,spaethii,spaeth alder,,Betulaceae,Angiosperm,,,,,,,,,Alnus spaethii
Alnus,subcordata,Caucasian alder,,Betulaceae,Angiosperm,,,,,,,,,Alnus subcordata
Aloidendron,barberae,tree aloe,,Asphodelaceae,Angiosperm,,,,,,,,,Aloidendron barberae
Alphitonia,petriei,whire ash,,Rhamnaceae,Angiosperm,,,,,,,,,Alphitonia petriei
Alstonia,scholaris,blackboard tree,,Apocynaceae,Angiosperm,,,,,,,,,Alstonia scholaris
Anarcardium,occidentale,cashew,,Anacardiaceae,Angiosperm,,,,,,,,,Anarcardium occidentale
Angophora ,costata,Sydney red gum,smooth barked apple,Myrtaceae,Angiosperm,,,,,,,,,Angophora  costata
Anodopetalum,biglandulosum,horizontal,,Cunoniaceae,Angiosperm,,,,,,,,,Anodopetalum biglandulosum
Araucaria,angustifolia,parana pine,,Araucariaceae,Gymnosperm,,,,,,,,,Araucaria angustifolia
Araucaria,auracana,monkey puzzle tree,,Araucariaceae,Gymnosperm,,,,,,,,,Araucaria auracana
Araucaria,bidwillii,bunya pine,,Araucariaceae,Gymnosperm,,,,,,,,,Araucaria bidwillii
Araucaria,columnaris,Cook pine,New Caledonia pine,Araucariaceae,Gymnosperm,,,,,,,,,Araucaria columnaris
Araucaria,cunnininghamii,hoop pine,,Araucariaceae,Gymnosperm,,,,,,,,,Araucaria cunnininghamii
Araucaria,heterophylla,Norfolk Island pine,,Araucariaceae,Gymnosperm,,,,,,,,,Araucaria heterophylla
Araucaria,hunsteinii,klinki pine,,Araucariaceae,Gymnosperm,,,,,,,,,Araucaria hunsteinii
Araucaria,laubenfelsii,De Laubenfels ' araucaria,,Araucariaceae,Gymnosperm,,,,,,,,,Araucaria laubenfelsii
Araucaria,montana,mountain araucaria,,Araucariaceae,Gymnosperm,,,,,,,,,Araucaria montana
Araucaria,subulata,narrow-leaf araucaria,,Araucariaceae,Gymnosperm,,,,,,,,,Araucaria subulata
Arbutus,canariensis,madrone,Canary Islands strawberry,Ericaceae,Angiosperm,,,,,,,,,Arbutus canariensis
Arbutus,unedo,strawberry tree,Irish strawberry tree,Ericaceae,Angiosperm,,,,,,,,,Arbutus unedo
Archontophoenix,cunninghamiana,Bangalow palm,,Arecaceae,Angiosperm,,,,,,,,,Archontophoenix cunninghamiana
Archontophoenix,alexandrae,Alexandrs palm,king palm,Arecaceae,Angiosperm,,,,,,,,,Archontophoenix alexandrae
Arenga,undulatifolia,aren gelora,jaka,Arecaceae,Angiosperm,,,,,,,,,Arenga undulatifolia
Argyrodendron,actinophyllum,black booyong,black ash,Malvaceae,Angiosperm,,,,,,,,,Argyrodendron actinophyllum
Argyrodendron,trifoliolatum,white booyong,,Malvaceae,Angiosperm,,,,,,,,,Argyrodendron trifoliolatum
Aristotelia,serrata,wine berry,,Elaeocarpaceae,Angiosperm,,,,,,,,,Aristotelia serrata
Artocarpus,altilis,breadfruit,,Moraceae,Angiosperm,,,,,,,,,Artocarpus altilis
Astrocaryum,mexicanum,chocho palm,cohune palm,Arecaceae,Angiosperm,,,,,,,,,Astrocaryum mexicanum
Atherosperma,moschatum,southern sassafras,,Atherospermataceae,Angiosperm,,,,,,,,,Atherosperma moschatum
Athrotaxis,cupressoides,pencil pine,,Cupressaceae,Gymnosperm,,,,,,,,,Athrotaxis cupressoides
Athrotaxis, laxifolia,summit cedar,,Cupressaceae,Gymnosperm,,,,,,,,,Athrotaxis  laxifolia
Athrotaxis,selaginioides,king billy pine,,Cupressaceae,Gymnosperm,,,,,,,,,Athrotaxis selaginioides
Austrocedrus,chilensis,Chilean cedar,,Cupressaceae,Gymnosperm,,,,,,,,,Austrocedrus chilensis
Averrhoa,carambola,carambola,,Oxalidaceae,Angiosperm,,,,,,,,,Averrhoa carambola
Avicennia,marina var. resinifera,gray mangrove,,Acanthaceae,Angiosperm,,,,,,,,,Avicennia marina var. resinifera
Babingtonia,pluriflotra,tall baeckea,,Myrtaceae,Angiosperm,,,,,,,,,Babingtonia pluriflotra
Backhousia ,bancroftii,Bancroft's red gum,,Myrtaceae,Angiosperm,,,,,,,,,Backhousia  bancroftii
Backhousia ,citriodora,lemon myrtle,,Myrtaceae,Angiosperm,,,,,,,,,Backhousia  citriodora
Backhousia ,leptopetala,brush turpentine,,Myrtaceae,Angiosperm,,,,,,,,,Backhousia  leptopetala
Backhousia ,myrtifolia,carrol,grey myrtle,Myrtaceae,Angiosperm,,,,,,,,,Backhousia  myrtifolia
Banksia,aemula,wallum banksia,,Proteaceae,Angiosperm,,,,,,,,,Banksia aemula
Banksia,aquifolium,holly-leaved banksia,,Proteaceae,Angiosperm,,,,,,,,,Banksia aquifolium
Banksia,ericifoliia,heath-leaved banksia,,Proteaceae,Angiosperm,,,,,,,,,Banksia ericifoliia
Banksia,integrifolia,coast banksia,honeysuckle,Proteaceae,Angiosperm,,,,,,,,,Banksia integrifolia
Banksia,marginata,silver banksia,,Proteaceae,Angiosperm,,,,,,,,,Banksia marginata
Banksia,menziesii,firewood banksia,,Proteaceae,Angiosperm,,,,,,,,,Banksia menziesii
Banksia,oblongifolia,fern leaf banksia,,Proteaceae,Angiosperm,,,,,,,,,Banksia oblongifolia
Banksia,serrata,saw banksia,old man banksia,Proteaceae,Angiosperm,,,,,,,,,Banksia serrata
Banksia,spinulosa,hairpin banksia,,Proteaceae,Angiosperm,,,,,,,,,Banksia spinulosa
Bedfordia,arborescens,blanket leaf,,Asteraceae,Angiosperm,,,,,,,,,Bedfordia arborescens
Belschmeidia,tawa,tawa,,Lauraceae,Angiosperm,,,,,,,,,Belschmeidia tawa
Belschmeidia,bancroftii,yellow walnut,yellow nut,Lauraceae,Angiosperm,,,,,,,,,Belschmeidia bancroftii
Belschmeidia,obtusifolia,blush walnut,,Lauraceae,Angiosperm,,,,,,,,,Belschmeidia obtusifolia
Belschmeidia,tarairi,tarairi,,Lauraceae,Angiosperm,,,,,,,,,Belschmeidia tarairi
Berberis,lycioides,,,Berberidaceae,Angiosperm,,,,,,,,,Berberis lycioides
Berberis,pruinosa,hollyleaf barberry,holly green barbery,Berberidaceae,Angiosperm,,,,,,,,,Berberis pruinosa
Berberis,valdiviana,Valdivian barberry,,Berberidaceae,Angiosperm,,,,,,,,,Berberis valdiviana
Berberis,x crenulata,,,Berberidaceae,Angiosperm,,,,,,,,,Berberis x crenulata
Betula,affili????,,,Betulaceae,Angiosperm,,,,,,,,,Betula affili????
Betula,ermanii,Erman's birch,,Betulaceae,Angiosperm,,,,,,,,,Betula ermanii
Betula,insignis,,,Betulaceae,Angiosperm,,,,,,,,,Betula insignis
Betula,medwedewii,medwediew's birch,transcaucasian birch,Betulaceae,Angiosperm,,,,,,,,,Betula medwedewii
Betula,papyrifera,paper birch,canoe birch,Betulaceae,Angiosperm,,,,,,,,,Betula papyrifera
Betula,pendula,silver birch,warty birch,Betulaceae,Angiosperm,,,,,,,,,Betula pendula
Betula,pubescens,downy birch,moor birch,Betulaceae,Angiosperm,,,,,,,,,Betula pubescens
Betula,szechuanica,Sichuan birch,Szechuan birch,Betulaceae,Angiosperm,,,,,,,,,Betula szechuanica
Betula,utilis var prattii,Himalayan birch,,Betulaceae,Angiosperm,,,,,,,,,Betula utilis var prattii
Betula,utilus var. utilus,Himalayan birch,,Betulaceae,Angiosperm,,,,,,,,,Betula utilus var. utilus
Blepharocarya,involucrigera,rosebutternut,bollygum,Anacardiaceae,Angiosperm,,,,,,,,,Blepharocarya involucrigera
Blighia,sapida,ankye,akee,Sapindaceae,Angiosperm,,,,,,,,,Blighia sapida
Brachychiton,acerifolius,Illawarra flame tree,,Malvaceae,Angiosperm,,,,,,,,,Brachychiton acerifolius
Brachychiton,discolor,lacebark,,Malvaceae,Angiosperm,,,,,,,,,Brachychiton discolor
Brachychiton,populneus,kurrajong,,Malvaceae,Angiosperm,,,,,,,,,Brachychiton populneus
Brachychiton,rupestris,Queensland bottle tree,,Malvaceae,Angiosperm,,,,,,,,,Brachychiton rupestris
Brachyglottis,repanda,rangiora,,Asteraceae,Angiosperm,,,,,,,,,Brachyglottis repanda
Buckinghamia,celsissima,ivory curl tree,,Proteaceae,Angiosperm,,,,,,,,,Buckinghamia celsissima
Bursaria,spinosa,native blackthorn,,Pittosporaceae,Angiosperm,,,,,,,,,Bursaria spinosa
Butia,odorata,jelly palm,pindo palm,Arecaceae,Angiosperm,,,,,,,,,Butia odorata
Calleyra,australis,native wisteria,blunt wisteria,Fabaceae,Angiosperm,,,,,,,,,Calleyra australis
Calliandra,surinamensis,powder puff plant,,Fabaceae,Angiosperm,,,,,,,,,Calliandra surinamensis
Callistemon,acuminatus,tapering-leaved bottlebrush,,Myrtaceae,Angiosperm,,,,,,,,,Callistemon acuminatus
Callistemon,brachyandrus,prickly bottlebrush,,Myrtaceae,Angiosperm,,,,,,,,,Callistemon brachyandrus
Callistemon,montanus,mountain buttlebrush,,Myrtaceae,Angiosperm,,,,,,,,,Callistemon montanus
Callistemon,phoeniceus,scarlet bottlebrush,lesser bottlebrush,Myrtaceae,Angiosperm,,,,,,,,,Callistemon phoeniceus
Callistemon,polandii,gold-tipped bottlebrush,,Myrtaceae,Angiosperm,,,,,,,,,Callistemon polandii
Callistemon,polandii,gold-tipped bottlebrush,,Myrtaceae,Angiosperm,,,,,,,,,Callistemon polandii
Callistemon,polandii,gold-tipped bottlebrush,,Myrtaceae,Angiosperm,,,,,,,,,Callistemon polandii
Callistemon,shiressii,white flowering bottlebrush,,Myrtaceae,Angiosperm,,,,,,,,,Callistemon shiressii
Callistemon,viminalis,weeping bottlebrush,,Myrtaceae,Angiosperm,,,,,,,,,Callistemon viminalis
Callistemon,viridiflorus,green bottlebrush,,Myrtaceae,Angiosperm,,,,,,,,,Callistemon viridiflorus
Callitris,columellaris,white cypress pine,,Cupressaceae,Gymnosperm,,,,,,,,,Callitris columellaris
Callitris,endlicheri,black cypress pine,,Cupressaceae,Gymnosperm,,,,,,,,,Callitris endlicheri
Callitris,glaucophylla,white cypress pine,,Cupressaceae,Gymnosperm,,,,,,,,,Callitris glaucophylla
Callitris,macleayana,stringybark  pine,brush cypress,Cupressaceae,Gymnosperm,,,,,,,,,Callitris macleayana
Callitris,oblonga ssp. oblonga,South Esak pine,,Cupressaceae,Gymnosperm,,,,,,,,,Callitris oblonga ssp. oblonga
Callitris,rhomboidea,Oyster Bay pine,,Cupressaceae,Gymnosperm,,,,,,,,,Callitris rhomboidea
Calocedrus,decurrens,incense cedar,,Cupressaceae,Gymnosperm,,,,,,,,,Calocedrus decurrens
Calodendrum,capense,cape chestnut,,Rutaceae,Angiosperm,,,,,,,,,Calodendrum capense
Calophyllum,costatum,red touriga,satin mahogany,Calophyllaceae,Angiosperm,,,,,,,,,Calophyllum costatum
Calothamnus,quadrifidus,one-sided bottlebrush,,Myrtaceae,Angiosperm,,,,,,,,,Calothamnus quadrifidus
Canarium,australianum,mango bark,scrub turpentine,Burseraceae,Angiosperm,,,,,,,,,Canarium australianum
Canarium,indicum,galip nut,,Burseraceae,Angiosperm,,,,,,,,,Canarium indicum
